10.1979 0.000113016
9.955091 0.000175457
9.723578 0.000267602
9.502587 0.000400972
9.291419 0.000590295
9.089431 0.000853834
8.896039 0.00121352
8.710705 0.001694756
8.532936 0.002325798
8.362277 0.003136592
8.198311 0.004157016
8.040651 0.005414508
7.88894 0.006931162
7.742849 0.008720462
7.60207 0.010783916
7.466319 0.013107983
7.335331 0.015661691
7.208859 0.018395412
7.086675 0.02124119
6.968564 0.024114947
6.854325 0.026920746
6.743772 0.029557194
6.636728 0.031926021
6.533029 0.033942964
6.432521 0.035551481
6.335058 0.036740387
6.240505 0.03756738
6.148733 0.038191144
6.059621 0.038914887
5.973055 0.040242783
5.888927 0.042947084
5.807137 0.048136753
5.727587 0.057309104
5.650187 0.072357003
5.574851 0.095503056
5.501498 0.12915022
5.43005 0.175685112
5.360434 0.237381828
5.29258 0.317221834
5.226423 0.424496701
5.161899 0.589612478
5.098949 0.857140278
5.037516 1.18936331
4.977546 1.399888997
4.918986 1.361982157
4.861789 1.191118026
4.805906 1.044147417
4.751294 0.94262959
4.697908 0.851312486
4.645709 0.755992935
4.594658 0.659362037
4.544716 0.566319282
4.495848 0.480590982
4.44802 0.40496757
4.401198 0.341303684
4.355353 0.290264151
4.310452 0.251277443
4.266468 0.222795445
4.223372 0.202716915
4.181138 0.188806042
4.139741 0.179005848
4.099155 0.17161782
4.059358 0.165364231
4.020325 0.159368841
3.982037 0.153093203
3.94447 0.146258013
3.907606 0.138768179
3.871424 0.13065063
3.835907 0.122007122
3.801035 0.112980529
3.766791 0.103731672
3.733159 0.094423749
3.700122 0.085211957
3.667665 0.076236677
3.635773 0.06761915
3.60443 0.059459005
3.573623 0.051833235
3.543338 0.044796348
3.513562 0.03838146
3.484282 0.032602131
3.455486 0.027454724
3.427163 0.022921117
3.3993 0.018971559
3.371886 0.015567532
3.344911 0.012664469
3.318364 0.010214227
3.292235 0.008167257
3.266514 0.006474407
3.241193 0.005088358
3.21626 0.003964698
3.191709 0.003062655
3.167529 0.002345537
3.143713 0.001780917
3.120253 0.001340611
3.09714 0.001000508
3.074366 0.000740282
3.051926 0.000543043
3.02981 0.000394941
3.008013 0.000284768
2.986527 0.000203569
2.965346 0.000144276
2.944464 0.000101377
